"Ya en calendario","...2","Prioridad","Nombre","Alcaldía","cve_col","Grupo Electoral","Poblacion 2020","Colonias operativas","Grado Marginación","Nivel Desarrollo Social","Indice Desarrollo Social","Postes Totales","Postes C5","WiFi Barrio","Unidad habitacional","Unidad habitacional en programa WiFi","Razon","Asentamiento irregular","Fecha","visita"
1,NA,"P3","AGUILAS 3ER PARQUE","ALVARO OBREGON","10-005","Volátiles",3832,0.479,5,"Bajo",0.80453508667,4,2,2,0,0,958,0,"martes 6 de septiembre",NA
1,NA,"P3","SAN CLEMENTE","ALVARO OBREGON","10-195","Volátiles",9041,1.130125,5,"Bajo",0.83093462174,10,3,7,0,0,904.1,0,"martes 6 de septiembre",NA
1,NA,"P3","TLAPECHICO","ALVARO OBREGON","10-224","Volátiles",3605,0.450625,5,"Bajo",0.79347884074,4,1,3,1,0,901.25,0,"jueves 22 de septiembre",NA
1,NA,"P3","LA MEXICANA","ALVARO OBREGON","10-106","Volátiles",6393,0.799125,5,"Bajo",0.80883873636,8,4,4,0,0,799.125,0,"miércoles 28 de septiembre",NA
1,NA,"P3","JALALPA EL GRANDE","ALVARO OBREGON","10-089","Voto duro Morena",11555,1.444375,5,"Bajo",0.78653844545,16,7,9,0,0,722.1875,0,"jueves 22 de septiembre",NA
1,NA,"P3","LOMAS DE LA ERA","ALVARO OBREGON","10-132","Voto duro Morena",14185,1.773125,5,"Bajo",0.79354137875,20,8,12,0,0,709.25,0,"martes 6 de septiembre",NA
1,NA,"P3","TLACOYAQUE (AMPL)","ALVARO OBREGON","10-220","Volátiles",4925,0.615625,5,"Bajo",0.78079587826,7,1,6,0,0,703.571428571429,1,"martes 23 de agosto",NA
1,NA,"P3","LA JOYA","ALVARO OBREGON","10-103","Voto duro Morena",2546,0.31825,5,"Bajo",0.778832125,4,3,1,0,0,636.5,0,"miércoles 19 de octubre",NA
1,NA,"P3","CORPUS CHRISTY","ALVARO OBREGON","10-047","Volátiles",9347,1.168375,5,"Bajo",0.82902445517,17,11,6,1,1,549.823529411765,0,"jueves 15 de septiemnbre",NA
1,NA,"P3","LOMAS DE CHAMONTOYA","ALVARO OBREGON","10-130","Voto duro Morena",6577,0.822125,5,"Bajo",0.77895713548,12,1,11,1,1,548.083333333333,0,"martes 23 de agosto",NA
1,NA,"P3","JALALPA (AMPL)","ALVARO OBREGON","10-014","Volátiles",1551,0.193875,5,"Bajo",0.78915141111,3,1,2,0,0,517,0,"miércoles 28 de septiembre",NA
1,NA,"P3","GOLONDRINAS","ALVARO OBREGON","10-079","Voto duro Morena",4009,0.501125,5,"Bajo",0.77927310968,9,4,5,0,0,445.444444444444,0,"miércoles 9 de noviembre",NA
1,NA,"P3","BARRIO NORTE","ALVARO OBREGON","10-026","Volátiles",13917,1.739625,5,"Bajo",0.80646166,34,12,22,0,0,409.323529411765,0,"martes 15 de noviembre",NA
1,NA,"P3","OLIVAR DEL CONDE 1RA SECCION II","ALVARO OBREGON","10-253","Voto duro Morena",7818,0.97725,5,"Bajo",0.79714768936,23,13,10,0,0,339.913043478261,0,"martes 15 de noviembre",NA
1,NA,"P3","LIBERACION PROLETARIA","ALVARO OBREGON","10-120","Volátiles",2034,0.25425,5,"Bajo",0.78107766842,0,0,0,0,0,NA,0,"miércoles 28 de septiembre",NA
1,NA,"P3","SAN PEDRO XALPA (AMPL) I","AZCAPOTZALCO","02-111","Voto duro Morena",11365,1.420625,5,"Bajo",0.81529645833,24,15,9,1,0,473.541666666667,0,"miércoles 25 de agosto",NA
1,NA,"P3","SAN PEDRO XALPA (AMPL) II","AZCAPOTZALCO","02-112","Voto duro Morena",8267,1.033375,5,"Bajo",0.79370818158,21,5,16,1,1,393.666666666667,0,"miércoles 25 de agosto",NA
1,NA,"P3","PEDREGAL DE STO DOMINGO VIII","COYOACAN","03-146","Voto duro Morena",7361,0.920125,5,"Bajo",0.794993425,9,5,4,0,0,817.888888888889,0,"miércoles 16 de noviembre",NA
1,NA,"P3","PEDREGAL DE STO DOMINGO III","COYOACAN","03-141","Voto duro Morena",9637,1.204625,5,"Bajo",0.826277268,13,6,7,0,0,741.307692307692,0,"jueves 10 de noviembre",NA
1,NA,"P3","PEDREGAL DE STO DOMINGO IV","COYOACAN","03-142","Voto duro Morena",10263,1.282875,5,"Bajo",0.7892042,14,9,5,0,0,733.071428571429,0,"jueves 10 de noviembre",NA
1,NA,"P3","PEDREGAL DE STO DOMINGO VI","COYOACAN","03-144","Voto duro Morena",13511,1.688875,5,"Bajo",0.79084336486,20,10,10,0,0,675.55,0,"jueves 10 de noviembre",NA
1,NA,"P3","SAN PABLO CHIMALPA (PBLO)","CUAJIMALPA DE MORELOS","04-047","Voto duro Morena",9746,1.21825,5,"Bajo",0.77831074565,25,10,15,0,0,389.84,1,"jueves 29 de septiembre",NA
1,NA,"P3","SAN LORENZO ACOPILCO (PBLO)","CUAJIMALPA DE MORELOS","04-045","Voto duro Morena",9736,1.217,5,"Bajo",0.81878552258,28,8,20,1,0,347.714285714286,1,"lunes 14 de noviembre",NA
1,NA,"P3","ZENTLAPATL","CUAJIMALPA DE MORELOS","04-052","Volátiles",4181,0.522625,5,"Bajo",0.80024013571,13,6,7,0,0,321.615384615385,1,"jueves 29 de septiembre",NA
